name,rating,popularity,cluster,performance
Pizza Hut,2.4,154,0,Medium
Al Mukhtar Bakery,4.2,142,0,Medium
Aroos Damascus,4.2,444,0,Medium
Nando's,4.2,265,0,Medium
Peking Chinese Restaurant,3.8,227,0,Medium
TGI Friday's,3.9,357,0,Medium
Rajasthan Al Malaki,4.8,459,0,Medium
Applebee's,4.1,197,0,Medium
Paper Fig,4.5,143,0,Medium
Sis Burger,3.8,12,0,Medium
Crafted Blends,4.2,43,0,Medium
Jahanpanah,3.9,140,0,Medium
Rangrezz Restaurant,3.5,71,0,Medium
Time2Eat - Mama Chicken,3.6,94,0,Medium
Chokho Jeeman Marwari Jain Bhojanalya,4.0,87,0,Medium
Pinch Of Spice,4.2,177,0,Medium
MoMo Cafe,4.0,45,0,Medium
Peshawri - ITC Mughal,4.3,133,0,Medium
Taj Bano - ITC Mughal,4.0,41,0,Medium
G Thal,3.6,59,0,Medium
Dawat-e-Nawab - Radisson Blu,3.8,46,0,Medium
The Latitude - Radisson Blu,3.9,103,0,Medium
Dasaprakash Restaurant,4.1,121,0,Medium
The Charcoal Chimney,3.4,70,0,Medium
Sheroes Hangout,4.9,77,0,Medium
Bon Barbecue,3.8,57,0,Medium
Chapter 1 Cafe,3.9,98,0,Medium
Pind Balluchi,3.7,175,0,Medium
Pizza Hut,4.4,134,0,Medium
Tea'se Me - Rooftop Tea Boutique,4.2,166,0,Medium
Thaaliwala,4.1,168,0,Medium
650 - The Global Kitchen,4.2,1582,2,High
Patang - The Revolving Restaurant,3.7,1315,2,High
Huber & Holly,4.5,217,0,Medium
@Mango,4.1,769,0,Medium
Fozzie's Pizzaiolo,4.3,731,0,Medium
La Pino'z Pizza,4.4,113,0,Medium
Mocha,4.4,944,0,Medium
Blue -  Rooftop Cafe Restaurant Bistro,3.8,63,0,Medium
MoMo Cafí© - Courtyard By Marriott,3.6,375,0,Medium
Cryo Lab,4.6,166,0,Medium
Swati Snacks,4.4,697,0,Medium
Brick Kitchen,4.3,325,0,Medium
Kabir Restaurant,3.8,432,0,Medium
Puffizza,4.3,744,0,Medium
Cafe Alfresco,4.0,404,0,Medium
The Cafe Baraco,4.4,317,0,Medium
Nini's Kitchen,4.5,1138,2,High
Yanki Sizzlers,4.1,1041,0,Medium
The Garden Cafe - The Fern,4.1,192,0,Medium
Mazzo,3.9,166,0,Medium
Turquoise Villa,4.0,535,0,Medium
Aryan Family's Delight,3.4,57,0,Medium
Bean Here,3.3,76,0,Medium
Bikanerwala,3.2,51,0,Medium
Dewsis,3.4,99,0,Medium
Friends Forever,3.4,83,0,Medium
Hotel Ravisha Continental,3.4,18,0,Medium
KFC,3.4,58,0,Medium
McDonald's,3.3,53,0,Medium
Pind Balluchi,3.2,6,0,Medium
Pizza Hut,3.4,35,0,Medium
Subway,3.4,32,0,Medium
Tandoor Restaurant,3.2,151,0,Medium
The BrewMaster,3.3,49,0,Medium
The Tamarind Tree,3.4,106,0,Medium
Cafe El Chico,3.6,59,0,Medium
Eat On,3.7,105,0,Medium
Hot Stuff,3.5,105,0,Medium
Paradise,3.6,57,0,Medium
Sagar Ratna,3.5,134,0,Medium
Moti Mahal Delux,3.3,58,0,Medium
Makhan Fish and Chicken Corner,3.4,345,0,Medium
Charming Chicken,3.9,151,0,Medium
Ahuja Milk Bhandar,4.0,52,0,Medium
Crystal Restaurant,3.4,122,0,Medium
Brijwasi Chat Bhandar,3.6,56,0,Medium
Bubby Fish & Chicken Corner,3.5,91,0,Medium
Bon Gateau,3.4,26,0,Medium
The Yellow Chilli,3.4,98,0,Medium
La Roma Pizzeria,3.5,111,0,Medium
Sakhis Watz Kukin,3.6,51,0,Medium
The Kulcha Land,3.9,206,0,Medium
Shudh Restaurant,3.4,44,0,Medium
Bade Bhai Ka Brothers' Dhaba,3.7,94,0,Medium
Bharawan Da Dhaba,3.5,461,0,Medium
Brothers Dhaba,3.8,276,0,Medium
Brothers' Amritsari Dhaba,3.8,71,0,Medium
Gurdas Ram Jalebi Wala,4.1,104,0,Medium
Kesar Da Dhabha,4.1,878,0,Medium
Beera Chicken Corner,3.8,192,0,Medium
Surjit Food Plaza,3.5,96,0,Medium
Kanha Sweets,4.1,140,0,Medium
Kream N Krunch,3.6,240,0,Medium
Balbeer's Kitchen & Bar,3.3,65,0,Medium
Angeethi Restaurant,3.3,63,0,Medium
Domino's Pizza,3.1,19,0,Medium
Hotel Laadli,3.4,46,0,Medium
Indiana Veg Restaurant,3.4,75,0,Medium
Madhuban Restaurant - Welcome Hotel Rama International,3.4,94,0,Medium
Mauj Restaurant,3.3,47,0,Medium
Naivedya,3.4,71,0,Medium
d' Curry House,3.6,73,0,Medium
Mokoholic Juice Bar,3.5,21,0,Medium
Ashoka's Veg Restaurant,3.3,46,0,Medium
Kareem's Fine Dining,3.3,45,0,Medium
That Baat,3.4,34,0,Medium
Bhoj Restaurant,3.7,89,0,Medium
Downside Up,3.2,8,0,Medium
Kareem's Kabab & Biryani,3.4,39,0,Medium
Great Sagar Restaurant,3.3,74,0,Medium
Kailash Restaurant,3.3,76,0,Medium
Yalla Yalla,3.3,71,0,Medium
Sultans of Spice,4.1,2416,2,High
The Fatty Bao - Asian Gastro Bar,4.7,2369,2,High
Toit,4.8,10934,2,High
Three Dots & A Dash,3.9,1354,2,High
Bombay Brasserie,4.2,231,0,Medium
Glen's Bakehouse,4.0,3533,2,High
Onesta,4.3,1413,2,High
Onesta,4.6,781,0,Medium
ECHOES Koramangala,4.7,276,0,Medium
Truffles,4.7,9667,2,High
The Black Pearl,4.1,5385,2,High
Eat Street,4.3,753,0,Medium
Koramangala Social,4.5,1288,2,High
AB's - Absolute Barbecues,4.6,6907,2,High
Flechazo,4.4,983,0,Medium
Onesta,4.6,627,0,Medium
Communiti,4.2,334,0,Medium
Big Brewsky,4.5,5705,2,High
Hoot,3.9,405,0,Medium
Farzi Cafe,4.4,754,0,Medium
Black N White Cafe,3.3,51,0,Medium
Maybe There,3.4,63,0,Medium
Sagar Gaire Fast Food,4.9,427,0,Medium
The Kasbah,3.9,126,0,Medium
Bake N Shake,4.2,223,0,Medium
10 Downing Street,4.0,257,0,Medium
Chi Kitchen,4.0,103,0,Medium
Pizza Hut,4.1,118,0,Medium
Kafe Kulture,3.8,98,0,Medium
Violet Hour,3.8,33,0,Medium
Bapu Ki Kutia,3.5,175,0,Medium
Da pizzeria,3.6,111,0,Medium
Papa Mexicano,3.6,20,0,Medium
Bake N Shake,4.1,103,0,Medium
Manohar Dairy And Restaurant,4.4,243,0,Medium
Manohar Dairy And Restaurant,4.1,238,0,Medium
Kebabsville - Sayaji Hotel,4.3,128,0,Medium
Indian Coffee House,3.9,161,0,Medium
The Urban Socialite,3.8,79,0,Medium
Bake N Shake,4.3,120,0,Medium
Tyre Patty,3.9,289,0,Medium
Silver Streak,4.1,379,0,Medium
Barbeque Nation,4.6,154,0,Medium
Central Perk 7,4.5,145,0,Medium
The Chicken Dinesty,3.9,247,0,Medium
Taste Of China,4.0,145,0,Medium
Michael's Kitchen,3.7,118,0,Medium
Mamma Mia - Mayfair Lagoon,4.1,256,0,Medium
99 North Restaurant,3.6,173,0,Medium
Adda,3.8,424,0,Medium
Chill Ummm,3.7,338,0,Medium
Lal Qila,3.7,228,0,Medium
Richard's Kitchen & Coffee Bar,3.8,253,0,Medium
Aangan Horizon,4.0,90,0,Medium
Brewberrys The Coffee Bar,4.0,197,0,Medium
Chai Break,4.3,69,0,Medium
JUGAAD JN.,4.1,199,0,Medium
Cha cTea,3.8,56,0,Medium
Food Fever,4.2,49,0,Medium
Mainland China,4.3,345,0,Medium
Eram Rooftop,3.5,89,0,Medium
The Night Factory,3.7,665,0,Medium
Brooklyn Central,4.2,676,0,Medium
Chili's,4.3,970,0,Medium
Kylin Experience,4.1,300,0,Medium
Mocha,4.0,428,0,Medium
Pirates of Grill,4.0,1022,0,Medium
Barbeque Nation,4.5,1450,2,High
TGI Friday's,4.3,228,0,Medium
Pal Dhaba,3.8,982,0,Medium
Midnight Chef,3.4,502,0,Medium
Nik Baker's,4.1,698,0,Medium
OvenFresh,4.1,397,0,Medium
Super Donuts,4.0,265,0,Medium
Taco Bell,4.2,252,0,Medium
Karim's,3.3,86,0,Medium
Virgin Courtyard,4.4,817,0,Medium
Burgrill,4.5,249,0,Medium
Uncle Jack's,4.0,356,0,Medium
That Madras Place,4.2,1810,2,High
Haunted,3.8,519,0,Medium
Pantry d'or,4.4,1504,2,High
Palmshore,4.2,841,0,Medium
Chili's,4.8,1262,2,High
Writer's Cafe,4.2,191,0,Medium
Fusilli Reasons,4.6,1510,2,High
Ciclo Cafe,4.1,1004,0,Medium
Kaidi Kitchen,4.0,1820,2,High
Bombay Brasserie,4.6,1753,2,High
Maplai,4.2,1714,2,High
Paradise,3.8,1317,2,High
L'amandier,4.3,1607,2,High
Palmshore,4.4,645,0,Medium
Palmshore,4.3,742,0,Medium
Basil With A Twist,4.5,1210,2,High
Barbeque Nation,4.4,3848,2,High
AB's - Absolute Barbecues,4.9,859,0,Medium
Coal Barbecues,4.6,1267,2,High
Pind,4.0,2272,2,High
Kuchi n Kream,4.6,202,0,Medium
Haribhavanam Hotel,3.9,318,0,Medium
Kites Cafe,3.8,124,0,Medium
Zucca Pizzeria,3.5,274,0,Medium
Burger Ka Baap,4.3,147,0,Medium
The Cascade Restaurant,4.1,243,0,Medium
24 Plus Cafe & Restaurant,3.8,24,0,Medium
Valarmathi Kongunaatu Samayal,4.5,380,0,Medium
Bird On Tree,3.8,221,0,Medium
Tim's Bistro,3.9,85,0,Medium
Batlivala & Khanabhoy,4.2,40,0,Medium
Cafe Totaram,4.0,132,0,Medium
Cream Centre,4.0,203,0,Medium
On The Go,4.0,215,0,Medium
Sree Annapoorna,4.3,225,0,Medium
That's Y Food,4.2,299,0,Medium
CakeBee,4.9,200,0,Medium
Yari,4.2,221,0,Medium
Cream Stone,4.3,161,0,Medium
Barbeque Nation,4.4,505,0,Medium
The Punjabi Essence Restaurant,3.6,102,0,Medium
Tirupati Restaurant,3.8,115,0,Medium
Anandam,3.9,141,0,Medium
Town Table Restaurant,3.9,173,0,Medium
Kalsang Friends Corner,4.2,406,0,Medium
The Great Indian Pub,4.9,50,0,Medium
BMG - All Day Dining,4.3,63,0,Medium
Punjab Grill,4.0,98,0,Medium
TBistro,3.8,230,0,Medium
Y Cafe & Restaurant,4.0,94,0,Medium
Eddie's Patisserie,4.1,64,0,Medium
First Gear Cafe,3.9,131,0,Medium
Dunkin Donuts,3.9,101,0,Medium
Doon Darbar,3.9,121,0,Medium
Razzmatazz,3.9,39,0,Medium
Barbeque Nation,4.4,66,0,Medium
Black Pepper Restaurant,4.0,175,0,Medium
Cafe Marigold,4.1,104,0,Medium
Jalapenos,4.2,68,0,Medium
Kalsang AMA Cafe,4.2,89,0,Medium
Desire Foods,2.9,4,0,Medium
Knight Rock,2.8,16,0,Medium
Punjab Restaurant,2.8,8,0,Medium
Raju Dhaba,2.9,8,0,Medium
Rakheja Bakery,2.8,7,0,Medium
Snax Points,3.0,4,0,Medium
Aggarwal Sweet Corner,0.0,1,1,Low
Kashyap Vaishno Dhaba,0.0,3,1,Low
Total Food Court,0.0,3,1,Low
The Chaiwalas,0.0,0,1,Low
Cafe And More,2.9,4,0,Medium
Green Chick Chop,3.0,7,0,Medium
Kolkata Hot Kathi Rolls,2.9,11,0,Medium
Aapki Rasoi,0.0,1,1,Low
Fusion Food Corner,0.0,0,1,Low
Punjabi Rasoi,0.0,0,1,Low
Kebab Xpress,2.8,49,0,Medium
McDonald's,3.4,58,0,Medium
Suruchi,3.4,233,0,Medium
Berco's,3.8,508,0,Medium
Dunkin' Donuts,3.6,98,0,Medium
The Chocolate Room,3.6,59,0,Medium
Baskin Robbin,0.0,0,1,Low
Popcorn Fusion,0.0,1,1,Low
Subway,0.0,2,1,Low
KFC,2.1,57,0,Medium
Barbeque Nation,4.0,299,0,Medium
Yo! China,4.1,239,0,Medium
Giani's,3.2,16,0,Medium
Momo-Cha,2.7,16,0,Medium
Shree Rathnam,3.4,48,0,Medium
Mirage Restro Bar,2.4,25,0,Medium
Jai Jagannath Hotel,0.0,3,1,Low
Gelato Vinto,2.8,12,0,Medium
Maggi Point,0.0,2,1,Low
Angaar,0.0,0,1,Low
TcozY,0.0,0,1,Low
The Retriever,0.0,0,1,Low
Bangali Sweets & Restaurant,0.0,2,1,Low
Silver,0.0,3,1,Low
Chill 'N Grill,0.0,0,1,Low
Punjabi Restaurant,0.0,0,1,Low
Standard Chicken Point,0.0,0,1,Low
The Grillz & Gravy,0.0,0,1,Low
Cakes 'n Bakes - Park Plaza,3.0,15,0,Medium
Cafe Bite,3.2,19,0,Medium
Cafe Light,2.8,8,0,Medium
Little Cafe,0.0,0,1,Low
Momo-Cha,2.8,20,0,Medium
Oregano India,3.1,11,0,Medium
Sagar Bakery,3.0,11,0,Medium
Smugglers,3.1,7,0,Medium
Welcome,2.9,13,0,Medium
Giani's,0.0,0,1,Low
Invitation,0.0,3,1,Low
New Dilight,0.0,0,1,Low
Chimney,3.3,25,0,Medium
Chopstick,3.0,22,0,Medium
Hot & Tasty Chinese Food,2.6,26,0,Medium
Sanjha Chulha,2.9,16,0,Medium
Frontier,2.9,7,0,Medium
Oxy Lounge,3.1,28,0,Medium
City Dhaba,0.0,0,1,Low
Garam Masala,0.0,0,1,Low
Mittal Fast Food,0.0,0,1,Low
Al Bake,3.2,31,0,Medium
Anupam Sweet,3.4,70,0,Medium
Cafe Coffee Day,3.3,67,0,Medium
Chicago Pizza,2.7,35,0,Medium
Crispy Crust,3.4,22,0,Medium
Frontier,3.3,17,0,Medium
Gulab,2.6,39,0,Medium
Hunger Cure Express,3.3,35,0,Medium
Maitre Patissier,3.4,35,0,Medium
Momo-Cha,2.7,32,0,Medium
Nirula's,2.6,14,0,Medium
The Grub House,2.7,17,0,Medium
Twenty Four Seven,3.4,35,0,Medium
Cafe Parmesan,4.5,799,0,Medium
Briosca,3.6,62,0,Medium
Burger Point,3.5,24,0,Medium
Cafe Grub Up,3.8,134,0,Medium
Cakes At Bhawanas,3.5,26,0,Medium
Chaudhary Bhojnalaya,3.6,93,0,Medium
Chickenette,3.7,280,0,Medium
Giani,3.6,70,0,Medium
Green Chick Chop,3.5,31,0,Medium
Hash Stix,3.6,25,0,Medium
Juice On Go,3.5,18,0,Medium
Keventers,3.6,27,0,Medium
MD's Kebabs & Curries,3.8,27,0,Medium
Perfect Bake,3.5,39,0,Medium
Perfect Bake,3.6,126,0,Medium
Sethi's Delicacy,3.8,75,0,Medium
Subway,3.5,143,0,Medium
Cafí© Bogchi,4.1,153,0,Medium
Ashoka Restaurant,2.9,43,0,Medium
Baskin Robbins,2.9,4,0,Medium
China Hot Pot,2.5,25,0,Medium
Handi Chhadeyan Di,3.1,26,0,Medium
Hungrill,3.0,4,0,Medium
Kant Khana Khazana,3.4,22,0,Medium
Open Yard,3.3,14,0,Medium
Recipe Badshah,3.1,8,0,Medium
The Chai Cafe,3.1,8,0,Medium
Apna Restaurant,0.0,0,1,Low
Chaudhary Chaap & Chinese,0.0,0,1,Low
Chings Chinese,0.0,0,1,Low
Food On Wheels,0.0,0,1,Low
Gulshan Hotel,0.0,2,1,Low
Maa Kali Foods,0.0,0,1,Low
The Street Kitchen,0.0,0,1,Low
United Kitchen,0.0,0,1,Low
Eat N Treat,2.8,20,0,Medium
Hotel Ekant,2.7,39,0,Medium
Momo-Cha,2.7,56,0,Medium
Paradise Inn,2.7,43,0,Medium
Red Chilli,2.8,9,0,Medium
Shiv Restaurant,2.7,20,0,Medium
Sohan Sweets & Namkeen,3.2,41,0,Medium
The Binge Box Cafe,3.4,18,0,Medium
Tmos Moving Feast,3.3,76,0,Medium
Tmos Cafe Corner,0.0,1,1,Low
Parkash Dhaba,3.0,6,0,Medium
Sanjha Chulha,3.3,219,0,Medium
Hareram Bikanerzaika,2.8,11,0,Medium
Kulcha Paaji,3.1,12,0,Medium
Shree Bikaner Misthan Bhandar,2.8,13,0,Medium
"The Hub - Gourmet, Bakers & More",3.0,7,0,Medium
Anand Dhaba,0.0,1,1,Low
Bikaneri Sweets & Restaurant,0.0,0,1,Low
Delicieux Ice Cream Rolls,0.0,1,1,Low
Flying Tandoor,0.0,3,1,Low
Food Station,0.0,0,1,Low
Grub Hub,0.0,1,1,Low
Punjabi Chulha,0.0,3,1,Low
Purani Dilli Da Swad,0.0,2,1,Low
The BBQ Garden,0.0,0,1,Low
The Chaiwalas,0.0,0,1,Low
Funk House Cafe,2.6,15,0,Medium
Shiksha Fast Food,2.9,5,0,Medium
Hungry Head,0.0,0,1,Low
Tandoori Hut,0.0,0,1,Low
Lalit Kathi Rolls Momos,3.1,9,0,Medium
Tamasha In Tafree,0.0,3,1,Low
Oh My!,0.0,2,1,Low
Butter & Grace,3.1,7,0,Medium
Green Chick Chop,3.1,9,0,Medium
Snacks Bar,2.9,4,0,Medium
Ahata,0.0,1,1,Low
Fritrolla,0.0,0,1,Low
KitchenYard,0.0,0,1,Low
Meghansh Bakery,0.0,2,1,Low
Oh My !,0.0,1,1,Low
The Dark Hour - Kitchen,0.0,1,1,Low
Anupama Sweets & Family Restaurant,2.7,28,0,Medium
Shree Rathnam,2.7,29,0,Medium
Bikaner Misthan Bhandar,0.0,0,1,Low
King's Kitchen,0.0,1,1,Low
Muradabadi Chicken Biryani Corner,0.0,0,1,Low
The Black Kettle,0.0,0,1,Low
Desi Tadka,3.0,6,0,Medium
Destination Live,3.3,12,0,Medium
Kay's Bake Land,3.1,19,0,Medium
Kay's Food Land,3.1,14,0,Medium
Laziz Restaurant,2.8,11,0,Medium
Le Chef Restro Bar,2.7,70,0,Medium
Republic of Chicken,3.1,18,0,Medium
Tanishka Restaurant & Caterers,2.9,14,0,Medium
The Tandoori Times,2.7,48,0,Medium
Twist of Italy,3.6,52,0,Medium
Aggarwal Sweets And Caterers,0.0,1,1,Low
Biryani Bot,0.0,0,1,Low
Cafí© Kitchen,0.0,0,1,Low
Evergreen Sweets & Restaurant,0.0,2,1,Low
Magic Spice Wok,0.0,0,1,Low
Magical Momos,0.0,0,1,Low
Sam's Bake Shop,0.0,1,1,Low
Shri Bikaner Misthan Bhandar,0.0,0,1,Low
Tasty Dhaba Family Restaurant,0.0,0,1,Low
U & I,0.0,0,1,Low
Cravings,3.0,4,0,Medium
Evergreen Tandoori Night,0.0,3,1,Low
Prelibato,0.0,0,1,Low
Aravali Owls,0.0,0,1,Low
Chicken Inn Family Meat Shop,0.0,1,1,Low
Mother's Kitchen,0.0,0,1,Low
Domino's Pizza,2.9,10,0,Medium
Green Chick Chop,3.1,5,0,Medium
Punjabi Culture,2.9,4,0,Medium
Three Olives,2.9,4,0,Medium
Aggarwal's Bikaner Mishthan Bhandar,0.0,0,1,Low
Aravalli Owls,0.0,0,1,Low
Chatny Delight,0.0,1,1,Low
Harmann Restaurant,0.0,3,1,Low
Kulcha King,0.0,2,1,Low
Royal Bakers,0.0,0,1,Low
Touch of Spice,0.0,0,1,Low
Hunger Cure,3.2,47,0,Medium
Sanjha Chulha,2.5,79,0,Medium
Queens Cakes,3.5,29,0,Medium
Sri Meenakshi South Indian Food,0.0,1,1,Low
Sardar A Pure Meat Shop,0.0,0,1,Low
Invitation Restaurant,2.7,17,0,Medium
Kaushik Bakery,3.0,9,0,Medium
Rama Vaishnav Bhojnalaya,3.0,7,0,Medium
Shiv Saras Vyanjan,2.9,5,0,Medium
Shree Bikaner Misthan Bhandar,3.0,8,0,Medium
Shree Bikaner Misthan Bhandar,3.1,15,0,Medium
Standard Family Restaurant,2.9,16,0,Medium
The Hunger End,3.0,4,0,Medium
Pizza Express,0.0,1,1,Low
Anupam Sweets & Restaurant,3.0,10,0,Medium
Caramel,2.9,9,0,Medium
Chaska Restaurant,3.2,24,0,Medium
Club Pizzeria,3.4,19,0,Medium
Gupha,2.9,8,0,Medium
Indian Gourmet,3.0,8,0,Medium
Tandoori Zaaika's,3.2,39,0,Medium
TCD Cake & Bake,3.1,10,0,Medium
The Grill Darbar,3.3,17,0,Medium
Urban Cuisine,3.4,37,0,Medium
Mister Mughal,3.5,33,0,Medium
The Hub,3.1,9,0,Medium
Bake Your Dreamz,0.0,3,1,Low
Green Chilly Chinese Food,0.0,2,1,Low
Mom's Kitchen,0.0,1,1,Low
The Baking Treats N More,0.0,0,1,Low
Twin Brothers,0.0,0,1,Low
Aggarwal Sweets Centre,2.9,4,0,Medium
Bawarchi,3.0,14,0,Medium
D ART of Flavour,2.8,13,0,Medium
Italia Cafe by Aura,2.8,5,0,Medium
Pizza Street,2.6,12,0,Medium
Rock Cafe,3.0,8,0,Medium
Sardaar Ji Chaap & Rolls,3.1,7,0,Medium
Spice Wok,3.1,18,0,Medium
Vrindavan Sweets & Restaurant,3.0,22,0,Medium
Yummy Cake,3.0,4,0,Medium
Bikaner Sweets & Bakers,0.0,0,1,Low
Burger Xpress,0.0,0,1,Low
Da Pizza Zone,0.0,0,1,Low
Finger Licious,0.0,0,1,Low
Med E Taste,0.0,3,1,Low
Punjabii Tandoor,0.0,3,1,Low
Shankar Sweets,0.0,0,1,Low
Tasty Bites,0.0,2,1,Low
The Street- Curries & Grills,0.0,1,1,Low
Bakers Delight - The Atrium,3.0,10,0,Medium
On The Rocks - The  Atrium,3.1,18,0,Medium
World Cafe - Vibe by The LaLiT Traveller,3.3,56,0,Medium
Chaudhary Ke Mashhoor Paranthe,2.8,14,0,Medium
Thakur Bakers,3.0,6,0,Medium
FoodByMom,3.6,161,0,Medium
Mr. Brown,3.9,52,0,Medium
Mitalis Kitchen,0.0,1,1,Low
The Big Scoop,0.0,0,1,Low
9 Mars Lounge,2.5,184,0,Medium
Barista,3.4,33,0,Medium
Baskin Robbins,3.3,27,0,Medium
Burger King,3.4,327,0,Medium
Cafe Coffee Day,3.2,63,0,Medium
Chinese X'Press,2.9,16,0,Medium
Cinch,2.6,92,0,Medium
Costa Coffee,3.3,60,0,Medium
Domino's Pizza,3.2,17,0,Medium
Dosa X'press,3.0,6,0,Medium
Kebab Xpress,2.7,14,0,Medium
Let's Noodle,2.6,181,0,Medium
McDonald's,3.3,150,0,Medium
Mx Corn,3.1,7,0,Medium
Dunkin' Donuts,3.6,252,0,Medium
Haldiram's,3.6,187,0,Medium
Pind Balluchi,1.8,322,0,Medium
Maini Restaurant,3.3,114,0,Medium
The Dosa King,3.2,80,0,Medium
Baba Au Rhum,4.5,280,0,Medium
Burger Factory,4.8,415,0,Medium
Club Cubana,4.4,646,0,Medium
Curlies,3.5,1681,2,High
La Plage,4.6,302,0,Medium
St. Anthony's,3.8,911,0,Medium
Britto's Bar & Restaurant,4.3,2191,2,High
Fat Fish,4.2,856,0,Medium
Martin's Corner,4.4,1115,2,High
Infantaria,3.7,1221,2,High
Souza Lobo,4.3,918,0,Medium
Fisherman's Cove,3.8,601,0,Medium
Calamari,4.2,414,0,Medium
The Fisherman's Wharf,4.6,555,0,Medium
LPK Waterfront,3.7,516,0,Medium
Ritz Classic,4.5,840,0,Medium
The Black Sheep Bistro,4.7,681,0,Medium
Cafe Al Fresco by Cantina Bodega,4.3,265,0,Medium
The Fisherman's Wharf,4.4,323,0,Medium
Antares,4.2,367,0,Medium
K Lab,3.4,16,0,Medium
Pind Balluchi,2.7,80,0,Medium
Punjab Grill,4.3,1887,2,High
Zambar,4.0,802,0,Medium
Cakes & More,3.0,4,0,Medium
Kwality Wall's Swirl's,3.0,5,0,Medium
Yo! Dimsum,3.0,10,0,Medium
Mx Corn,0.0,2,1,Low
Red,3.0,57,0,Medium
Rocketchefs,3.1,4,0,Medium
The Fresh Chicken Store,2.9,4,0,Medium
Achoos Food Corner,0.0,0,1,Low
Aha Bites,0.0,0,1,Low
Ancient Spice,0.0,2,1,Low
Chimney - The Takeaway,0.0,1,1,Low
Costa Coffee,0.0,2,1,Low
Good to Go,0.0,1,1,Low
Gopi Sweets & Caters,0.0,0,1,Low
Late Night Food,0.0,1,1,Low
Lavi Foji Dhaba,0.0,0,1,Low
Narayan Fast Food Home,0.0,0,1,Low
OMG Kitchenz,0.0,1,1,Low
OMG Tiffinz,0.0,0,1,Low
Sardarji Chicken Point,0.0,1,1,Low
Solty Hotel,0.0,0,1,Low
Tanishk Gourmet Indian,0.0,0,1,Low
The Burger Chef,0.0,3,1,Low
Club Tokyo - Best Western Skycity Hotel,2.8,13,0,Medium
Lattitude - Skycity Hotel,2.9,15,0,Medium
Bisque Bakery,3.9,415,0,Medium
Behrouz Biryani,3.4,36,0,Medium
Domino's Pizza,3.4,104,0,Medium
Giani,3.4,70,0,Medium
PizzaVito,3.3,218,0,Medium
Shawarma House,3.4,225,0,Medium
Subway,2.5,150,0,Medium
Asian Bistro,3.8,184,0,Medium
BBQ Factory,3.9,146,0,Medium
Faaso's,3.6,33,0,Medium
Chaayos,4.3,48,0,Medium
Mosaic - Country Inn & Suites,3.8,91,0,Medium
60 ML - Country Inn & Suites by Carlson,3.0,7,0,Medium
Mosaic - Country Inn & Suites by Carlson,3.5,37,0,Medium
Big Shot Bar - Country Inn & Suites,3.5,32,0,Medium
Mosaic - Country Inn & Suites By Carlson,3.4,19,0,Medium
Downtown Kitchen & Bar - Courtyard by Marriott,3.2,6,0,Medium
Courtyard Grill - Courtyard by Marriott,0.0,3,1,Low
Di Ghent Boulangerie,3.9,231,0,Medium
Khyen Chyen,3.7,364,0,Medium
The Pint Room,3.7,127,0,Medium
Tughlaq,3.5,351,0,Medium
Big Wong XL,4.0,162,0,Medium
Bunker,4.2,248,0,Medium
Culture Cafe,4.2,144,0,Medium
Nowhere Terrace Brewpub Cafe,4.1,214,0,Medium
Cafe G - Crowne Plaza,3.9,181,0,Medium
Wildfire - Crowne Plaza,3.7,131,0,Medium
Isabella,2.8,191,0,Medium
Fatburger,3.3,793,0,Medium
Burma Burma,4.6,563,0,Medium
Pier 38,4.6,177,0,Medium
Yum Yum Cha,4.5,407,0,Medium
Amici Cafe,3.7,647,0,Medium
Au Bon Pain,3.7,503,0,Medium
California Pizza Kitchen,3.7,980,0,Medium
Chai Point,3.7,544,0,Medium
Cherry Comet,3.6,455,0,Medium
Circus,3.9,230,0,Medium
Dunkin' Donuts,3.8,701,0,Medium
Holy Smoke,3.6,313,0,Medium
Italiano,3.6,625,0,Medium
Krispy Kreme,3.9,425,0,Medium
Not Just Paranthas,3.6,734,0,Medium
Oh! Calcutta,3.8,706,0,Medium
Olive Bistro,3.9,1490,2,High
Pita Pit,3.9,870,0,Medium
Raasta,3.8,1065,0,Medium
Red Mango,3.6,365,0,Medium
Rred Hot Asian Bistro,3.5,384,0,Medium
Smaaash,3.9,622,0,Medium
Starbucks,3.9,560,0,Medium
Sutra Gastropub,3.8,1046,0,Medium
Taco Bell,3.8,176,0,Medium
The People & Co.,3.7,173,0,Medium
Theobroma,3.8,227,0,Medium
Wendy's,3.9,296,0,Medium
The Wine Company,2.4,2412,2,High
Cafe Delhi Heights,4.0,1840,2,High
Cyber Hub Social,4.3,716,0,Medium
Delifrance - The France Cafe Bakery,4.0,199,0,Medium
Dhaba By Claridges,4.0,1658,2,High
Farzi Cafe,4.3,4385,2,High
Hard Rock Cafe,4.1,1949,2,High
Instapizza,4.0,219,0,Medium
Made In Punjab,4.0,1595,2,High
Nando's,4.0,1730,2,High
Quaff,4.1,353,0,Medium
SodaBottleOpenerWala,4.0,2843,2,High
The Grill Mill,4.0,209,0,Medium
Knight Rider,3.1,185,0,Medium
Chaayos,3.8,393,0,Medium
Nooba,3.8,333,0,Medium
Domino's Pizza,2.4,125,0,Medium
Indigo Delicatessen,4.2,205,0,Medium
Escape Terrace Bar Kitchen,3.4,294,0,Medium
Kwaliti,3.3,129,0,Medium
Subway,2.5,125,0,Medium
